1953,        Nokia 130 low priz    ,Nokia 130 ,45666,"3,160",-42506,-93.08019095,
4151,        Voice v140 black clr    ,Voice V140 ,3000,"1,650",-1350,-45,
67,        Apple IPhone 6 Plus 128 GB Silver Brand New Box Packed Complete Acce    ,Apple iphone 6 ,97000,"64,000",-33000,-34.02061856,
3864,        Samsung Galaxy s6 edge plus    ,Samsung Galaxy S6 ,80000,"54,999",-25001,-31.25125,
3872,        Samsung Galaxy s6 edge plus    ,Samsung Galaxy S6 ,80000,"54,999",-25001,-31.25125,
2511,        RIVO Phantom PZ1 mobile    ,Rivo Phantom PZ1 ,7700,"5,300",-2400,-31.16883117,
2512,        RIVO Phantom PZ1 mobile    ,Rivo Phantom PZ1 ,7700,"5,300",-2400,-31.16883117,
68,        Apple Iphone 6 128gb PLUS Silver Brand New Sealed Box with Face Time    ,Apple iphone 6 ,92000,"64,000",-28000,-30.43478261,
74,        Apple IPhone 6 Plus 128 GB Silver Brand New Box Packed Apple Warranty    ,Apple iphone 6 ,89999,"64,000",-25999,-28.88809876,
2562,        I want to sell my samsung galaxy a5 and a3    ,Samsung Galaxy A5 ,50000,"35,999",-14001,-28.002,
300,        HTC Desire 816 and Microsoft Lumia 535    ,HTC Desire 816 ,30000,"22,500",-7500,-25,
3814,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 ,72500,"54,999",-17501,-24.13931034,
3839,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 ,72500,"54,999",-17501,-24.13931034,
86,        Apple IPhone 6 Plus 128 GB Silver Brand New Box Packed Complete Acce    ,Apple iphone 6 Plus ,97000,"74,000",-23000,-23.71134021,
3792,        Samsung galaxy S6 Edge Plus gold    ,Samsung Galaxy S6 ,72000,"54,999",-17001,-23.6125,
97,        Apple Iphone 6s 128gb Silver Brand New Sealed Box with Face Time    ,Apple iphone 6s ,93000,"74,990",-18010,-19.3655914,
1921,        Exchange offer for all phones nokia 1280 or x1 etc    ,Nokia 1280 ,2900,"2,350",-550,-18.96551724,
1826,        Microsoft Lumia 430    ,Microsoft Lumia 430 ,7950,"6,450",-1500,-18.86792453,
1827,        Microsoft Lumia 430    ,Microsoft Lumia 430 ,7950,"6,450",-1500,-18.86792453,
3920,        Samsung Galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,80000,"65,000",-15000,-18.75,
3923,        Samsung Galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,80000,"65,000",-15000,-18.75,
89,        Apple IPhone 6 Plus 128 GB Silver Brand New Box Packed Apple Warranty    ,Apple iphone 6 Plus ,89999,"74,000",-15999,-17.77686419,
2519,        RIVO rhythm RX80 mobile    ,Rivo Rhythm RX80 ,11400,"9,399",-2001,-17.55263158,
2520,        RIVO rhythm RX80 mobile    ,Rivo Rhythm RX80 ,11400,"9,399",-2001,-17.55263158,
3825,        Samsung Galaxy S6 edge+ 32gb (Brand New) Gold    ,Samsung Galaxy S6 ,65000,"54,999",-10001,-15.38615385,
3829,        Samsung Galaxy s6 brand new condition    ,Samsung Galaxy S6 ,65000,"54,999",-10001,-15.38615385,
3867,        Samsung Galaxy s6 edge plus golden new condition    ,Samsung Galaxy S6 ,65000,"54,999",-10001,-15.38615385,
3875,        Samsung Galaxy s6 edge plus golden new condition    ,Samsung Galaxy S6 ,65000,"54,999",-10001,-15.38615385,
94,        Apple Iphone 6s 64gb Gold Brand New Orignal Sealed Box with Face Time    ,Apple iphone 6s ,88500,"74,990",-13510,-15.26553672,
3819,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 ,62500,"54,999",-7501,-12.0016,
3842,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 ,62500,"54,999",-7501,-12.0016,
596,        Huawei Ascend G7    ,Huawei Ascend G7 ,31000,"27,499",-3501,-11.29354839,
597,        Huawei Ascend G7    ,Huawei Ascend G7 ,31000,"27,499",-3501,-11.29354839,
2397,        Oppo yoyo r2001    ,Oppo Yoyo ,18000,"15,990",-2010,-11.16666667,
2398,        Oppo yoyo r2001    ,Oppo Yoyo ,18000,"15,990",-2010,-11.16666667,
71,        Apple iPhone 6 Plus    ,Apple iphone 6 ,72000,"64,000",-8000,-11.11111111,
72,        Apple iPhone 6 Plus    ,Apple iphone 6 ,72000,"64,000",-8000,-11.11111111,
3849,        Brand New sealed box Samsung Galaxy S6 Edge    ,Samsung Galaxy S6 ,61800,"54,999",-6801,-11.00485437,
2510,        Rivo Advance A230    ,Rivo Advance A230 ,2000,"1,790",-210,-10.5,
912,        Huawei y625 in best condition    ,Huawei Y625 ,14500,"12,999",-1501,-10.35172414,
3904,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,72500,"65,000",-7500,-10.34482759,
3913,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,72500,"65,000",-7500,-10.34482759,
943,        Glaxy S5 sprint exchange posible or lenovo P70    ,Lenovo P70 ,25000,"22,500",-2500,-10,
947,        Glaxy S5 sprint exchange posible or lenovo P70    ,Lenovo P70 ,25000,"22,500",-2500,-10,
3891,        Samsung galaxy S6 Edge Plus gold    ,Samsung Galaxy S6 Edge ,72000,"65,000",-7000,-9.722222222,
2411,        Qmobile bolt t50    ,QMobile Bolt T50 ,5500,"4,990",-510,-9.272727273,
2412,        Qmobile bolt t50    ,QMobile Bolt T50 ,5500,"4,990",-510,-9.272727273,
3790,        Samsung galaxy s6 edge gold 32gb 10/10 with about 8month warranty    ,Samsung Galaxy S6 ,60500,"54,999",-5501,-9.092561983,
63,        Apple Iphone 6 plus    ,Apple iphone 6 ,70000,"64,000",-6000,-8.571428571,
64,        Apple Iphone 6 plus    ,Apple iphone 6 ,70000,"64,000",-6000,-8.571428571,
1842,        Microsoft Lumia 532 exchange also    ,Microsoft Lumia 532 ,9500,"8,700",-800,-8.421052632,
3806,        Samsung Galaxy S6 Edge Brand New    ,Samsung Galaxy S6 ,60000,"54,999",-5001,-8.335,
3865,        Samsung Galaxy S6 Edge in warrnty    ,Samsung Galaxy S6 ,60000,"54,999",-5001,-8.335,
1833,        Nokia microsoft lumia 430 with good condition 4 month waranty 7000    ,Microsoft Lumia 430 ,7000,"6,450",-550,-7.857142857,
51,        Apple IPhone 6 128GB Factory Unlocked Space grey    ,Apple iphone 6 ,69000,"64,000",-5000,-7.246376812,
53,        Apple IPhone 6 128GB Factory Unlocked Space grey    ,Apple iphone 6 ,69000,"64,000",-5000,-7.246376812,
902,        Huawei Y625 mobile    ,Huawei Y625 ,14000,"12,999",-1001,-7.15,
903,        Huawei Y625 mobile    ,Huawei Y625 ,14000,"12,999",-1001,-7.15,
36,        Apple iphone 6 gold PLUS 128gb    ,Apple iphone 6 ,68000,"64,000",-4000,-5.882352941,
37,        Apple iphone 6 gold PLUS 128gb    ,Apple iphone 6 ,68000,"64,000",-4000,-5.882352941,
3793,        Samsung galaxy s6 edge 64GB Black saphire    ,Samsung Galaxy S6 ,58000,"54,999",-3001,-5.174137931,
3796,        Samsung Galaxy S6 Edge 64gb (SM-G925F)    ,Samsung Galaxy S6 ,58000,"54,999",-3001,-5.174137931,
3873,        Samsung Galaxy S6 edge (Brand New)    ,Samsung Galaxy S6 ,58000,"54,999",-3001,-5.174137931,
3878,        Samsung Galaxy S6 edge (Brand New)    ,Samsung Galaxy S6 ,58000,"54,999",-3001,-5.174137931,
1831,        Microsoft Lumia 430 Brand New Box packed    ,Microsoft Lumia 430 ,6800,"6,450",-350,-5.147058824,
2825,        Samsung galaxy grand neo plus    ,Samsung Galaxy Grand Neo ,18000,"17,200",-800,-4.444444444,
2828,        Samsung galaxy grand neo plus    ,Samsung Galaxy Grand Neo ,18000,"17,200",-800,-4.444444444,
2259,        Nokia x for sell or exchange    ,Nokia X ,10000,"9,600",-400,-4,
2264,        Nokia x for sell or exchange    ,Nokia X ,10000,"9,600",-400,-4,
2409,        Qmobile Bolt T5    ,QMobile Bolt T5 ,3800,"3,650",-150,-3.947368421,
93,        Apple Iphone 6s 16gb Rose Gold Brand New Original Sealed with Face Tim    ,Apple iphone 6s ,77000,"74,990",-2010,-2.61038961,
1823,"        LG V10 (brand new) better than galaxy note 5, s6 edge +, g4, z5,m9    ",LG V10 ,66999,"66,000",-999,-1.491067031,
1824,"        LG V10 (brand new) better than galaxy note 5, s6 edge +, g4, z5,m9    ",LG V10 ,66999,"66,000",-999,-1.491067031,
1825,"        LG V10 (brand new) better than galaxy note 5, s6 edge +, g4, z5,m9    ",LG V10 ,66999,"66,000",-999,-1.491067031,
4103,        Sony Xperia Z2 (Silver-67081)    ,Sony Xperia Z2 ,40003.09,"39,500",-503.09,-1.257627848,
2517,        Rivo RHYTHM rx150    ,Rivo Rhythm RX150 ,13000,"12,850",-150,-1.153846154,
4152,        Voice xtreme v12 dual core 3g    ,Voice Xtreme V12 ,4000,"3,990",-10,-0.25,
4153,        Voice xtreme v12 dual core 3g    ,Voice Xtreme V12 ,4000,"3,990",-10,-0.25,
828,        HUAWEI P8 lite mobile    ,Huawei P8 Lite ,23900,"23,899",-1,-0.0041841,
829,        HUAWEI P8 lite mobile    ,Huawei P8 Lite ,23900,"23,899",-1,-0.0041841,
882,        Huawei ShotX (lapntab)    ,Huawei ShotX ,36000,"35,999",-1,-0.002777778,
883,        Huawei ShotX (lapntab)    ,Huawei ShotX ,36000,"35,999",-1,-0.002777778,
3798,        Samsung galaxy s6 edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3800,        Samsung galaxy s6 edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3801,        Samsung galaxy s6 edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3812,        Samsung Galaxy S6 Edge 32gb (GOLD) Brand New    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3830,        Samsung Galaxy S6 Edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3850,        Samsung Galaxy S6 Edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3879,        Samsung galaxy s6 edge    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
3880,        Samsung Galaxy S6 Edge 32 gb    ,Samsung Galaxy S6 ,55000,"54,999",-1,-0.001818182,
138,        Blackberry Q10 Sqn100-3    ,BlackBerry Q10 ,16000,"16,000",0,0,
233,        Haier esteem i40 model    ,Haier Esteem i40 ,11500,"11,500",0,0,
234,        Haier esteem i40 model    ,Haier Esteem i40 ,11500,"11,500",0,0,
236,        Haier esteem i70    ,Haier Esteem i70 ,17999,"17,999",0,0,
237,        Haier esteem i70    ,Haier Esteem i70 ,17999,"17,999",0,0,
238,        Haier esteem i70    ,Haier Esteem i70 ,17999,"17,999",0,0,
678,        Huawei honor 4C    ,Huawei Honor 4C ,18500,"18,500",0,0,
679,        Huawei honor 4C    ,Huawei Honor 4C ,18500,"18,500",0,0,
680,        Huawei honor 4C    ,Huawei Honor 4C ,18500,"18,500",0,0,
704,        Huawei Honor 4c    ,Huawei Honor 4C ,18500,"18,500",0,0,
764,        Huawei Nexus 6P (Lapntab)    ,Huawei Nexus 6P ,71999,"71,999",0,0,
765,        Huawei Nexus 6P (Lapntab)    ,Huawei Nexus 6P ,71999,"71,999",0,0,
1676,        LG G4 H815 4g Black Leather edition Sealed Packed    ,LG G4 ,45000,"45,000",0,0,
1882,        Nokia 108 dual sim mobile (i m shopkeper)    ,Nokia 108 ,3600,"3,600",0,0,
